country_code,mkpl_doctor_id,main_specialization,main_specialization_type,doctor_city,doctor_district,mkpl_calendar_id,insurance_name,weeks_ahead,wp_minutes_per_week
de,"402,119",,,München,Ramersdorf-Perlach,"6,958",Gesetzlich versichert,4,"2,160"
de,"402,119",,,München,Ramersdorf-Perlach,"6,958",Privat versichert,4,"2,160"
de,"402,119",,,,Ramersdorf-Perlach,"6,978",Gesetzlich versichert,4,"1,680"
de,"402,119",,,,Ramersdorf-Perlach,"6,978",Privat versichert,4,"1,680"
de,"402,120",,,München,Ramersdorf-Perlach,"6,959",Gesetzlich versichert,24,960
de,"402,120",,,München,Ramersdorf-Perlach,"6,959",Privat versichert,24,960
de,"402,122",,,München,Ramersdorf-Perlach,"6,954",Gesetzlich versichert,24,"4,280"
de,"402,122",,,München,Ramersdorf-Perlach,"6,954",Privat versichert,24,"4,280"
de,"402,124",allergology and immunology,medical,Berlin,Bezirk Friedrichshain-Kreuzberg,"7,235",Gesetzlich versichert,4,480
de,"402,124",allergology and immunology,medical,Berlin,Bezirk Friedrichshain-Kreuzberg,"7,235",Privat versichert,4,480
de,"402,124",allergology and immunology,medical,,,"7,286",Gesetzlich versichert,4,"1,200"
de,"402,124",allergology and immunology,medical,,,"7,286",Privat versichert,4,"1,200"
de,"402,125",,,,,"6,970",Privat versichert,4,"1,920"
